,Proposed Edit,Incorrect Sentence,Correct Sentence
15,"Orig: [2, 5, ['जो', 'है', 'वह']], Cor: [2, 2, []], Type: 'U:OTHER'","यह उपन्यास जो है वह प्रेमचंद का लिखा हुआ है।
","यह उपन्यास प्रेमचंद का लिखा हुआ है।
"
16,"Orig: [2, 3, ['तुमसे']], Cor: [2, 5, ['तुम्हारी', 'साड़ी', 'से']], Type: 'R:PRON'","मेरी साड़ी तुमसे अच्छी है।
","मेरी साड़ी तुम्हारी साड़ी से अच्छी है।
"
17,"Orig: [2, 3, ['कौन']], Cor: [2, 3, ['क्या']], Type: 'R:PRON'","दूध में कौन पड़ गया है ?
","दूध में क्या पड़ गया है ?
"
18,"Orig: [1, 2, ['मेरे']], Cor: [1, 2, ['मेरी']], Type: 'R:PRON-GEN'","तुम मेरे तरफ़ क्यों चले आ रहे हो ?
","तुम मेरी तरफ़ क्यों चले आ रहे हो ?
"
19,"Orig: [1, 4, ['जो', 'है', 'उसका']], Cor: [1, 2, ['का']], Type: 'R:OTHER'","धर्म जो है उसका पालन करो।
","धर्म का पालन करो।
"
20,"Orig: [3, 3, []], Cor: [3, 4, ['से']], Type: 'M:ADP'","जो लोग बाढ़ पीड़ित हैं, उसके परिवारों को सहायता देना सरकार का दायित्व है।
","जो लोग बाढ़ से पीड़ित हैं, उनके परिवारों को सहायता देना सरकार का दायित्व है।
"
21,"Orig: [6, 7, ['उसके']], Cor: [7, 8, ['उनके']], Type: 'R:PRON-NUM'","जो लोग बाढ़ पीड़ित हैं, उसके परिवारों को सहायता देना सरकार का दायित्व है।
","जो लोग बाढ़ से पीड़ित हैं, उनके परिवारों को सहायता देना सरकार का दायित्व है।
"
22,"Orig: [0, 2, ['मेरे', 'को']], Cor: [0, 1, ['मुझे']], Type: 'R:OTHER'","मेरे को आपका काम बहुत पसंद है।
","मुझे आपका काम बहुत पसंद है।
"
23,"Orig: [0, 2, ['अपने', 'को']], Cor: [0, 1, ['मुझे']], Type: 'R:PRON'","अपने को यहाँ से जाने की कोई जल्दी नहीं है।
","मुझे यहाँ से जाने की कोई जल्दी नहीं है।
"
24,"Orig: [2, 3, ['कौन']], Cor: [2, 3, ['कुछ']], Type: 'R:PRON'","चाय में कौन गिर गया है।
","चाय में कुछ गिर गया है।
"
25,"Orig: [0, 2, ['मेरे', 'को']], Cor: [0, 1, ['मुझे']], Type: 'R:OTHER'","मेरे को कपड़े सिलवाने हैं।
","मुझे कपड़े सिलवाने हैं।
"
26,"Orig: [1, 3, ['निज', 'में']], Cor: [1, 2, ['स्वयं']], Type: 'R:OTHER'","मैं निज में वहाँ जाना चाहता हूँ।
","मैं स्वयं वहाँ जाना चाहता हूँ।
"
27,"Orig: [0, 2, ['मेरे', 'को']], Cor: [0, 1, ['मुझे']], Type: 'R:OTHER'","मेरे को आगरा जाना है।
","मुझे आगरा जाना है।
"
28,"Orig: [0, 1, ['यह']], Cor: [0, 1, ['ये']], Type: 'R:DET'","यह अच्छे फल नहीं है।
","ये अच्छे फल नहीं हैं।
"
29,"Orig: [4, 5, ['है']], Cor: [4, 5, ['हैं']], Type: 'R:VERB-NUM'","यह अच्छे फल नहीं है।
","ये अच्छे फल नहीं हैं।
"
30,"Orig: [1, 2, ['तुम्हारी']], Cor: [1, 2, ['अपनी']], Type: 'R:PRON'","तुम तुम्हारी पुस्तक ले आओ।
","तुम अपनी पुस्तक ले आओ।
"
31,"Orig: [1, 2, ['तुम्हारा']], Cor: [1, 2, ['तुम्हारे']], Type: 'R:PRON'","कल तुम्हारा पापा जी मिले थे।
","कल तुम्हारे पापा जी मिले थे।
"
32,"Orig: [0, 1, ['मैंने']], Cor: [0, 1, ['मुझे']], Type: 'R:PRON'","मैंने निबंध लिखना है।
","मुझे निबंध लिखना है।
"
33,"Orig: [1, 3, ['तेरे', 'को']], Cor: [1, 2, ['तुझे']], Type: 'R:PRON'","वह तेरे को पैसे नहीं देगा।
","वह तुझे पैसे नहीं देगा।
"
34,"Orig: [1, 2, ['उन्हें']], Cor: [1, 2, ['उनकी']], Type: 'R:PRON'","यह उन्हें समझ में नहीं आएगा।
","यह उनकी समझ में नहीं आएगा।
"
35,"Orig: [0, 1, ['वो']], Cor: [0, 1, ['वह']], Type: 'R:PRON'","वो तो कल आएगा।
","वह तो कल आएगा।
"
36,"Orig: [2, 4, ['राम', 'का']], Cor: [2, 3, ['उसका']], Type: 'R:OTHER'","राम और राम का पुत्र बाज़ार गया।
","राम और उसका पुत्र बाज़ार गये।
"
37,"Orig: [6, 7, ['गया']], Cor: [5, 6, ['गये']], Type: 'R:VERB'","राम और राम का पुत्र बाज़ार गया।
","राम और उसका पुत्र बाज़ार गये।
"
38,"Orig: [1, 2, ['आप-आप']], Cor: [1, 3, ['अपने', 'आप']], Type: 'R:PRON'","वह आप-आप चलता जा रहा था।
","वह अपने आप चलता जा रहा था।
"
39,"Orig: [1, 2, ['जो']], Cor: [1, 1, []], Type: 'U:DET'","वह जो पुस्तक है वह गोपाल की है।
","वह पुस्तक गोपाल की है।
"
40,"Orig: [3, 5, ['है', 'वह']], Cor: [2, 2, []], Type: 'U:OTHER'","वह जो पुस्तक है वह गोपाल की है।
","वह पुस्तक गोपाल की है।
"
41,"Orig: [1, 2, ['हमारा']], Cor: [1, 2, ['अपना']], Type: 'R:PRON'","हमें हमारा काम स्वयं करना चाहिए।
","हमें अपना काम स्वयं करना चाहिए।
"
42,"Orig: [1, 2, ['तुम्हारा']], Cor: [1, 2, ['अपनी']], Type: 'R:PRON'","तुमने तुम्हारा कलम खो दिया।
","तुमने अपनी कलम खो दी।
"
43,"Orig: [4, 5, ['दिया']], Cor: [4, 5, ['दी']], Type: 'R:VERB-GEN'","तुमने तुम्हारा कलम खो दिया।
","तुमने अपनी कलम खो दी।
"
44,"Orig: [4, 5, ['आपका']], Cor: [4, 5, ['तुम्हारा']], Type: 'R:PRON'","तुम्हारा पत्र मिला, आपका धन्यवाद।
","तुम्हारा पत्र मिला, तुम्हारा धन्‍्यवाद।
"
45,"Orig: [5, 6, ['धन्यवाद।']], Cor: [5, 6, ['धन्\u200d्यवाद।']], Type: 'R:SPELL'","तुम्हारा पत्र मिला, आपका धन्यवाद।
","तुम्हारा पत्र मिला, तुम्हारा धन्‍्यवाद।
"
46,"Orig: [1, 2, ['हमारे']], Cor: [1, 2, ['अपने']], Type: 'R:PRON'","हम हमारे पिता जी की आज्ञा का पालन करते हैं।
","हम अपने पिता जी की आज्ञा का पालन करते हैं।
"
47,"Orig: [0, 2, ['तेरे', 'को']], Cor: [0, 1, ['तुम्हें']], Type: 'R:PRON'","तेरे को ऐसी बात नहीं करनी चाहिए।
","तुम्हें ऐसी बात नहीं करनी चाहिए।
"
48,"Orig: [1, 2, ['मेरा']], Cor: [1, 2, ['अपना']], Type: 'R:PRON'","मैंने मेरा काम कर लिया है।
","मैंने अपना काम कर लिया है।
"
49,"Orig: [0, 1, ['उसके']], Cor: [0, 1, ['उसकी']], Type: 'R:PRON-GEN'",उसके आँख से आँसू निकल पड़ा।,उसकी आँख से आँसू निकल पड़ा।
