,Proposed Edit,Incorrect Sentence,Correct Sentence
10,"Orig: [8, 13, [',', 'उस', 'समय', 'की', 'है']], Cor: [13, 13, []], Type: 'U:NOUN'","यह घटना जब मैं दस वर्ष का था, उस समय की है। 
","यह घटना उस समय की है, जब मैं दस वर्ष का था।
"
11,"Orig: [0, 2, ['सच', 'में']], Cor: [0, 0, []], Type: 'U:NOUN'","सच में क्या तुम्हें प्रथम स्थान मिला है।
","क्‍या सचमुच तुम्हें प्रथम स्थान मिला है ?
"
12,"Orig: [2, 3, ['क्या']], Cor: [0, 1, ['क्\u200dया']], Type: 'R:PRON'","सच में क्या तुम्हें प्रथम स्थान मिला है।
","क्‍या सचमुच तुम्हें प्रथम स्थान मिला है ?
"
13,"Orig: [3, 3, []], Cor: [1, 2, ['सचमुच']], Type: 'M:ADV'","सच में क्या तुम्हें प्रथम स्थान मिला है।
","क्‍या सचमुच तुम्हें प्रथम स्थान मिला है ?
"
14,"Orig: [8, 9, ['।']], Cor: [7, 8, ['?']], Type: 'R:PUNCT'","सच में क्या तुम्हें प्रथम स्थान मिला है।
","क्‍या सचमुच तुम्हें प्रथम स्थान मिला है ?
"
15,"Orig: [0, 2, ['जहाज़', 'के']], Cor: [0, 1, ['कप्तान']], Type: 'R:NOUN'","जहाज़ के डूबते ही कप्तान नीचे कूद पड़ा।
","कप्तान डूबते हुए जहाज से नीचे कूद पड़ा।
"
16,"Orig: [3, 4, ['ही']], Cor: [2, 3, ['हुए']], Type: 'R:OTHER'","जहाज़ के डूबते ही कप्तान नीचे कूद पड़ा।
","कप्तान डूबते हुए जहाज से नीचे कूद पड़ा।
"
17,"Orig: [4, 5, ['कप्तान']], Cor: [3, 5, ['जहाज', 'से']], Type: 'R:NOUN'","जहाज़ के डूबते ही कप्तान नीचे कूद पड़ा।
","कप्तान डूबते हुए जहाज से नीचे कूद पड़ा।
"
18,"Orig: [1, 2, ['में']], Cor: [1, 1, []], Type: 'U:ADP'","दरअसल में वह उससे प्रेम करता है।
","दरअसल वह उससे प्रेम करता है।
"
19,"Orig: [1, 2, ['ने']], Cor: [1, 2, ['का']], Type: 'R:ADP'","पंचों ने जो निर्णय लिया वह सभी को मान्य था।
","पंचों का निर्णय सभी को मान्य था।
"
20,"Orig: [2, 3, ['जो']], Cor: [2, 2, []], Type: 'U:DET'","पंचों ने जो निर्णय लिया वह सभी को मान्य था।
","पंचों का निर्णय सभी को मान्य था।
"
21,"Orig: [4, 6, ['लिया', 'वह']], Cor: [3, 3, []], Type: 'U:VERB'","पंचों ने जो निर्णय लिया वह सभी को मान्य था।
","पंचों का निर्णय सभी को मान्य था।
"
22,"Orig: [0, 2, ['जाऊँ', 'कहाँ']], Cor: [0, 2, ['कहाँ', 'जाऊँ']], Type: 'R:WO'","जाऊँ कहाँ, मैं तो आप पर ही निर्भर करता हूँ।
","कहाँ जाऊँ, जब मैं आप पर निर्भर हूँ।
"
23,"Orig: [3, 3, []], Cor: [3, 4, ['जब']], Type: 'M:PRON'","जाऊँ कहाँ, मैं तो आप पर ही निर्भर करता हूँ।
","कहाँ जाऊँ, जब मैं आप पर निर्भर हूँ।
"
24,"Orig: [4, 5, ['तो']], Cor: [5, 5, []], Type: 'U:OTHER'","जाऊँ कहाँ, मैं तो आप पर ही निर्भर करता हूँ।
","कहाँ जाऊँ, जब मैं आप पर निर्भर हूँ।
"
25,"Orig: [7, 8, ['ही']], Cor: [7, 7, []], Type: 'U:OTHER'","जाऊँ कहाँ, मैं तो आप पर ही निर्भर करता हूँ।
","कहाँ जाऊँ, जब मैं आप पर निर्भर हूँ।
"
26,"Orig: [9, 10, ['करता']], Cor: [8, 8, []], Type: 'U:VERB'","जाऊँ कहाँ, मैं तो आप पर ही निर्भर करता हूँ।
","कहाँ जाऊँ, जब मैं आप पर निर्भर हूँ।
"
27,"Orig: [1, 3, ['पुस्तक', 'सुंदर']], Cor: [1, 3, ['सुंदर', 'पुस्तक']], Type: 'R:WO'","ऐसी पुस्तक सुंदर नहीं देखी।
","ऐसी सुंदर पुस्तक नहीं देखी।
"
28,"Orig: [0, 3, ['बिना', 'पुस्तकों', 'के']], Cor: [0, 3, ['पुस्तकों', 'के', 'बिना']], Type: 'R:WO'","बिना पुस्तकों के कैसे पढ़ोगे?
","पुस्तकों के बिना कैसे पढ़ोगे?
"
29,"Orig: [0, 3, ['गहरी', 'आगे', 'एक']], Cor: [0, 3, ['आगे', 'एक', 'गहरी']], Type: 'R:WO'","गहरी आगे एक झील मिलेगी।
","आगे एक गहरी झील मिलेगी।
"
30,"Orig: [0, 2, ['एक', 'गिलास']], Cor: [0, 0, []], Type: 'U:NOUN'","एक गिलास पानी से भरा लाओ।
","पानी से भरा एक गिलास लाओ।
"
31,"Orig: [5, 5, []], Cor: [3, 5, ['एक', 'गिलास']], Type: 'M:NOUN'","एक गिलास पानी से भरा लाओ।
","पानी से भरा एक गिलास लाओ।
"
32,"Orig: [1, 4, ['पक्का', 'ईश्वर', 'का']], Cor: [1, 4, ['ईश्वर', 'का', 'पक्का']], Type: 'R:WO'","वह पक्का ईश्वर का पुजारी है।
","वह ईश्वर का पक्का पुजारी है।
"
33,"Orig: [0, 1, ['जंगली']], Cor: [0, 0, []], Type: 'U:ADJ'","जंगली किसान के खेत में जानवर आ गए।
","किसान के खेत में जंगली जानवर आ गए।
"
34,"Orig: [5, 5, []], Cor: [4, 5, ['जंगली']], Type: 'M:ADJ'","जंगली किसान के खेत में जानवर आ गए।
","किसान के खेत में जंगली जानवर आ गए।
"
35,"Orig: [1, 4, ['ताजा', 'गाय', 'का']], Cor: [1, 4, ['गाय', 'का', 'ताजा']], Type: 'R:WO'","यहाँ ताजा गाय का दूध मिलता है।
","यहाँ गाय का ताजा दूध मिलता है।
"
36,"Orig: [1, 3, ['पागल', 'हाथी']], Cor: [1, 3, ['हाथी', 'पागल']], Type: 'R:WO'","वह पागल हाथी हो गया है।
","वह हाथी पागल हो गया है।
"
37,"Orig: [0, 4, ['खरगोश', 'को', 'काटकर', 'गाजर']], Cor: [0, 4, ['गाजर', 'काटकर', 'खरगोश', 'को']], Type: 'R:WO'","खरगोश को काटकर गाजर खिलाओ।
","गाजर काटकर खरगोश को खिलाओ।
"
38,"Orig: [2, 4, ['गरमागरम', 'कप']], Cor: [2, 4, ['कप', 'गरमागरम']], Type: 'R:WO'","मुझे एक गरमागरम कप चाय देना।
","मुझे एक कप गरमागरम चाय देना।
"
39,"Orig: [0, 3, ['गरम', 'गाय', 'का']], Cor: [0, 3, ['गाय', 'का', 'गरम']], Type: 'R:WO'","गरम गाय का दूध स्वास्थ्यवर्धक होता है।
","गाय का गरम दूध स्वास्थ्यवर्धक होता है।
"
40,"Orig: [1, 4, ['मुफ़्त', 'गरीबों', 'का']], Cor: [1, 4, ['गरीबों', 'का', 'मुफ़्त']], Type: 'R:WO'","यहाँ मुफ़्त गरीबों का इलाज होता है।
","यहाँ गरीबों का मुफ़्त इलाज होता है।
"
41,"Orig: [0, 1, ['सफलता']], Cor: [0, 0, []], Type: 'U:NOUN'","सफलता तुम्हें परिश्रम से मिलेगी।
","तुम्हें परिश्रम से सफलता मिलेगी।
"
42,"Orig: [4, 4, []], Cor: [3, 4, ['सफलता']], Type: 'M:NOUN'","सफलता तुम्हें परिश्रम से मिलेगी।
","तुम्हें परिश्रम से सफलता मिलेगी।
"
43,"Orig: [1, 4, ['एक', 'फूलों', 'का']], Cor: [1, 4, ['फूलों', 'का', 'एक']], Type: 'R:WO'","मुझे एक फूलों का हार देना।
","मुझे फूलों का एक हार देना।
"
44,"Orig: [0, 0, []], Cor: [0, 1, [""'""]], Type: 'M:PUNCT'","बच्चे को काटकर फल खिलाओ।
","'फल काटकर बच्चे को खिलाओ।
"
45,"Orig: [0, 4, ['बच्चे', 'को', 'काटकर', 'फल']], Cor: [1, 5, ['फल', 'काटकर', 'बच्चे', 'को']], Type: 'R:WO'","बच्चे को काटकर फल खिलाओ।
","'फल काटकर बच्चे को खिलाओ।
"
46,"Orig: [0, 0, []], Cor: [0, 1, ['देश']], Type: 'M:NOUN'",सरदार पटेल का देश सदा आभारी रहेगा।,देश सरदार पटेल का सदा आभारी रहेगा।
47,"Orig: [3, 4, ['देश']], Cor: [4, 4, []], Type: 'U:NOUN'",सरदार पटेल का देश सदा आभारी रहेगा।,देश सरदार पटेल का सदा आभारी रहेगा।
