,Proposed Edit,Incorrect Sentence,Correct Sentence
10,"Orig: [2, 2, []], Cor: [2, 7, ['उस', 'समय', 'की', 'है', ',']], Type: 'M:NOUN'","यह घटना जब मैं दस वर्ष का था, उस समय की है। 
","यह घटना उस समय की है, जब मैं दस वर्ष का था।
"
11,"Orig: [8, 13, [',', 'उस', 'समय', 'की', 'है']], Cor: [13, 13, []], Type: 'U:NOUN'","यह घटना जब मैं दस वर्ष का था, उस समय की है। 
","यह घटना उस समय की है, जब मैं दस वर्ष का था।
"
12,"Orig: [0, 2, ['सच', 'में']], Cor: [0, 1, ['क्\u200dया']], Type: 'R:PRON'","सच में क्या तुम्हें प्रथम स्थान मिला है।
","क्‍या सचमुच तुम्हें प्रथम स्थान मिला है ?
"
13,"Orig: [2, 3, ['क्या']], Cor: [1, 2, ['सचमुच']], Type: 'R:OTHER'","सच में क्या तुम्हें प्रथम स्थान मिला है।
","क्‍या सचमुच तुम्हें प्रथम स्थान मिला है ?
"
14,"Orig: [8, 9, ['।']], Cor: [7, 8, ['?']], Type: 'R:PUNCT'","सच में क्या तुम्हें प्रथम स्थान मिला है।
","क्‍या सचमुच तुम्हें प्रथम स्थान मिला है ?
"
15,"Orig: [0, 1, ['जहाज़']], Cor: [0, 1, ['कप्तान']], Type: 'R:NOUN'","जहाज़ के डूबते ही कप्तान नीचे कूद पड़ा।
","कप्तान डूबते हुए जहाज से नीचे कूद पड़ा।
"
16,"Orig: [1, 2, ['के']], Cor: [1, 2, ['डूबते']], Type: 'R:VERB'","जहाज़ के डूबते ही कप्तान नीचे कूद पड़ा।
","कप्तान डूबते हुए जहाज से नीचे कूद पड़ा।
"
17,"Orig: [2, 3, ['डूबते']], Cor: [2, 3, ['हुए']], Type: 'R:OTHER'","जहाज़ के डूबते ही कप्तान नीचे कूद पड़ा।
","कप्तान डूबते हुए जहाज से नीचे कूद पड़ा।
"
18,"Orig: [3, 4, ['ही']], Cor: [3, 4, ['जहाज']], Type: 'R:NOUN'","जहाज़ के डूबते ही कप्तान नीचे कूद पड़ा।
","कप्तान डूबते हुए जहाज से नीचे कूद पड़ा।
"
19,"Orig: [4, 5, ['कप्तान']], Cor: [4, 5, ['से']], Type: 'R:ADP'","जहाज़ के डूबते ही कप्तान नीचे कूद पड़ा।
","कप्तान डूबते हुए जहाज से नीचे कूद पड़ा।
"
20,"Orig: [1, 2, ['में']], Cor: [1, 1, []], Type: 'U:ADP'","दरअसल में वह उससे प्रेम करता है।
","दरअसल वह उससे प्रेम करता है।
"
21,"Orig: [1, 2, ['ने']], Cor: [1, 1, []], Type: 'U:ADP'","पंचों ने जो निर्णय लिया वह सभी को मान्य था।
","पंचों का निर्णय सभी को मान्य था।
"
22,"Orig: [2, 3, ['जो']], Cor: [1, 2, ['का']], Type: 'R:ADP'","पंचों ने जो निर्णय लिया वह सभी को मान्य था।
","पंचों का निर्णय सभी को मान्य था।
"
23,"Orig: [4, 6, ['लिया', 'वह']], Cor: [3, 3, []], Type: 'U:VERB'","पंचों ने जो निर्णय लिया वह सभी को मान्य था।
","पंचों का निर्णय सभी को मान्य था।
"
24,"Orig: [0, 1, ['जाऊँ']], Cor: [0, 1, ['कहाँ']], Type: 'R:PRON'","जाऊँ कहाँ, मैं तो आप पर ही निर्भर करता हूँ।
","कहाँ जाऊँ, जब मैं आप पर निर्भर हूँ।
"
25,"Orig: [1, 2, ['कहाँ']], Cor: [1, 2, ['जाऊँ']], Type: 'R:VERB'","जाऊँ कहाँ, मैं तो आप पर ही निर्भर करता हूँ।
","कहाँ जाऊँ, जब मैं आप पर निर्भर हूँ।
"
26,"Orig: [3, 4, ['मैं']], Cor: [3, 4, ['जब']], Type: 'R:PRON'","जाऊँ कहाँ, मैं तो आप पर ही निर्भर करता हूँ।
","कहाँ जाऊँ, जब मैं आप पर निर्भर हूँ।
"
27,"Orig: [4, 5, ['तो']], Cor: [4, 5, ['मैं']], Type: 'R:PRON'","जाऊँ कहाँ, मैं तो आप पर ही निर्भर करता हूँ।
","कहाँ जाऊँ, जब मैं आप पर निर्भर हूँ।
"
28,"Orig: [7, 8, ['ही']], Cor: [7, 7, []], Type: 'U:OTHER'","जाऊँ कहाँ, मैं तो आप पर ही निर्भर करता हूँ।
","कहाँ जाऊँ, जब मैं आप पर निर्भर हूँ।
"
29,"Orig: [9, 10, ['करता']], Cor: [8, 8, []], Type: 'U:VERB'","जाऊँ कहाँ, मैं तो आप पर ही निर्भर करता हूँ।
","कहाँ जाऊँ, जब मैं आप पर निर्भर हूँ।
"
30,"Orig: [1, 2, ['पुस्तक']], Cor: [1, 2, ['सुंदर']], Type: 'R:ADJ'","ऐसी पुस्तक सुंदर नहीं देखी।
","ऐसी सुंदर पुस्तक नहीं देखी।
"
31,"Orig: [2, 3, ['सुंदर']], Cor: [2, 3, ['पुस्तक']], Type: 'R:NOUN'","ऐसी पुस्तक सुंदर नहीं देखी।
","ऐसी सुंदर पुस्तक नहीं देखी।
"
32,"Orig: [0, 1, ['बिना']], Cor: [0, 0, []], Type: 'U:OTHER'","बिना पुस्तकों के कैसे पढ़ोगे?
","पुस्तकों के बिना कैसे पढ़ोगे?
"
33,"Orig: [3, 3, []], Cor: [2, 3, ['बिना']], Type: 'M:OTHER'","बिना पुस्तकों के कैसे पढ़ोगे?
","पुस्तकों के बिना कैसे पढ़ोगे?
"
34,"Orig: [0, 1, ['गहरी']], Cor: [0, 0, []], Type: 'U:ADJ'","गहरी आगे एक झील मिलेगी।
","आगे एक गहरी झील मिलेगी।
"
35,"Orig: [3, 3, []], Cor: [2, 3, ['गहरी']], Type: 'M:ADJ'","गहरी आगे एक झील मिलेगी।
","आगे एक गहरी झील मिलेगी।
"
36,"Orig: [0, 2, ['एक', 'गिलास']], Cor: [0, 0, []], Type: 'U:NOUN'","एक गिलास पानी से भरा लाओ।
","पानी से भरा एक गिलास लाओ।
"
37,"Orig: [5, 5, []], Cor: [3, 5, ['एक', 'गिलास']], Type: 'M:NOUN'","एक गिलास पानी से भरा लाओ।
","पानी से भरा एक गिलास लाओ।
"
38,"Orig: [1, 2, ['पक्का']], Cor: [1, 1, []], Type: 'U:ADJ'","वह पक्का ईश्वर का पुजारी है।
","वह ईश्वर का पक्का पुजारी है।
"
39,"Orig: [4, 4, []], Cor: [3, 4, ['पक्का']], Type: 'M:ADJ'","वह पक्का ईश्वर का पुजारी है।
","वह ईश्वर का पक्का पुजारी है।
"
40,"Orig: [0, 1, ['जंगली']], Cor: [0, 0, []], Type: 'U:ADJ'","जंगली किसान के खेत में जानवर आ गए।
","किसान के खेत में जंगली जानवर आ गए।
"
41,"Orig: [5, 5, []], Cor: [4, 5, ['जंगली']], Type: 'M:ADJ'","जंगली किसान के खेत में जानवर आ गए।
","किसान के खेत में जंगली जानवर आ गए।
"
42,"Orig: [1, 2, ['ताजा']], Cor: [1, 1, []], Type: 'U:ADJ'","यहाँ ताजा गाय का दूध मिलता है।
","यहाँ गाय का ताजा दूध मिलता है।
"
43,"Orig: [4, 4, []], Cor: [3, 4, ['ताजा']], Type: 'M:ADJ'","यहाँ ताजा गाय का दूध मिलता है।
","यहाँ गाय का ताजा दूध मिलता है।
"
44,"Orig: [1, 2, ['पागल']], Cor: [1, 2, ['हाथी']], Type: 'R:NOUN'","वह पागल हाथी हो गया है।
","वह हाथी पागल हो गया है।
"
45,"Orig: [2, 3, ['हाथी']], Cor: [2, 3, ['पागल']], Type: 'R:ADJ'","वह पागल हाथी हो गया है।
","वह हाथी पागल हो गया है।
"
46,"Orig: [0, 1, ['खरगोश']], Cor: [0, 1, ['गाजर']], Type: 'R:NOUN'","खरगोश को काटकर गाजर खिलाओ।
","गाजर काटकर खरगोश को खिलाओ।
"
47,"Orig: [1, 2, ['को']], Cor: [1, 2, ['काटकर']], Type: 'R:VERB'","खरगोश को काटकर गाजर खिलाओ।
","गाजर काटकर खरगोश को खिलाओ।
"
48,"Orig: [2, 3, ['काटकर']], Cor: [2, 3, ['खरगोश']], Type: 'R:NOUN'","खरगोश को काटकर गाजर खिलाओ।
","गाजर काटकर खरगोश को खिलाओ।
"
49,"Orig: [3, 4, ['गाजर']], Cor: [3, 4, ['को']], Type: 'R:ADP'","खरगोश को काटकर गाजर खिलाओ।
","गाजर काटकर खरगोश को खिलाओ।
"
50,"Orig: [2, 3, ['गरमागरम']], Cor: [2, 3, ['कप']], Type: 'R:NOUN'","मुझे एक गरमागरम कप चाय देना।
","मुझे एक कप गरमागरम चाय देना।
"
51,"Orig: [3, 4, ['कप']], Cor: [3, 4, ['गरमागरम']], Type: 'R:ADJ'","मुझे एक गरमागरम कप चाय देना।
","मुझे एक कप गरमागरम चाय देना।
"
52,"Orig: [0, 1, ['गरम']], Cor: [0, 0, []], Type: 'U:ADJ'","गरम गाय का दूध स्वास्थ्यवर्धक होता है।
","गाय का गरम दूध स्वास्थ्यवर्धक होता है।
"
53,"Orig: [3, 3, []], Cor: [2, 3, ['गरम']], Type: 'M:ADJ'","गरम गाय का दूध स्वास्थ्यवर्धक होता है।
","गाय का गरम दूध स्वास्थ्यवर्धक होता है।
"
54,"Orig: [1, 2, ['मुफ़्त']], Cor: [1, 1, []], Type: 'U:NOUN'","यहाँ मुफ़्त गरीबों का इलाज होता है।
","यहाँ गरीबों का मुफ़्त इलाज होता है।
"
55,"Orig: [4, 4, []], Cor: [3, 4, ['मुफ़्त']], Type: 'M:ADJ'","यहाँ मुफ़्त गरीबों का इलाज होता है।
","यहाँ गरीबों का मुफ़्त इलाज होता है।
"
56,"Orig: [0, 1, ['सफलता']], Cor: [0, 0, []], Type: 'U:NOUN'","सफलता तुम्हें परिश्रम से मिलेगी।
","तुम्हें परिश्रम से सफलता मिलेगी।
"
57,"Orig: [4, 4, []], Cor: [3, 4, ['सफलता']], Type: 'M:NOUN'","सफलता तुम्हें परिश्रम से मिलेगी।
","तुम्हें परिश्रम से सफलता मिलेगी।
"
58,"Orig: [1, 2, ['एक']], Cor: [1, 1, []], Type: 'U:ADJ'","मुझे एक फूलों का हार देना।
","मुझे फूलों का एक हार देना।
"
59,"Orig: [4, 4, []], Cor: [3, 4, ['एक']], Type: 'M:ADJ'","मुझे एक फूलों का हार देना।
","मुझे फूलों का एक हार देना।
"
60,"Orig: [0, 1, ['बच्चे']], Cor: [0, 1, [""'""]], Type: 'R:OTHER'","बच्चे को काटकर फल खिलाओ।
","'फल काटकर बच्चे को खिलाओ।
"
61,"Orig: [1, 2, ['को']], Cor: [1, 2, ['फल']], Type: 'R:NOUN'","बच्चे को काटकर फल खिलाओ।
","'फल काटकर बच्चे को खिलाओ।
"
62,"Orig: [3, 4, ['फल']], Cor: [3, 5, ['बच्चे', 'को']], Type: 'R:NOUN'","बच्चे को काटकर फल खिलाओ।
","'फल काटकर बच्चे को खिलाओ।
"
63,"Orig: [0, 0, []], Cor: [0, 1, ['देश']], Type: 'M:NOUN'",सरदार पटेल का देश सदा आभारी रहेगा।,देश सरदार पटेल का सदा आभारी रहेगा।
64,"Orig: [3, 4, ['देश']], Cor: [4, 4, []], Type: 'U:NOUN'",सरदार पटेल का देश सदा आभारी रहेगा।,देश सरदार पटेल का सदा आभारी रहेगा।
