,Proposed Edit,Incorrect Sentence,Correct Sentence
22,"Orig: [1, 2, ['कई']], Cor: [1, 1, []], Type: 'U:OTHER'","डाकू कई हज़ारों रुपये लूट कर ले गए।
","डाकू हज़ारों रुपये लूट कर ले गए।
"
23,"Orig: [1, 2, ['आपका']], Cor: [1, 2, ['आपके']], Type: 'R:PRON'","मैं आपका दर्शन करने आया हूँ।
","मैं आपके दर्शन करने आया हूँ।
"
24,"Orig: [2, 3, ['के']], Cor: [2, 3, ['का']], Type: 'R:ADP'","इस कलम के दाम मिल गए हैं।
","इस कलम का दाम मिल गया है।
"
25,"Orig: [5, 6, ['गए']], Cor: [5, 6, ['गया']], Type: 'R:OTHER'","इस कलम के दाम मिल गए हैं।
","इस कलम का दाम मिल गया है।
"
26,"Orig: [6, 7, ['हैं']], Cor: [6, 7, ['है']], Type: 'R:OTHER'","इस कलम के दाम मिल गए हैं।
","इस कलम का दाम मिल गया है।
"
27,"Orig: [2, 3, ['वर्षाएँ']], Cor: [2, 3, ['वर्षा']], Type: 'R:NOUN:INFL'","आजकल खूब वर्षाएँ हो रही हैं।
","आजकल खूब वर्षा हो रही है।
"
28,"Orig: [5, 6, ['हैं']], Cor: [5, 6, ['है']], Type: 'R:OTHER'","आजकल खूब वर्षाएँ हो रही हैं।
","आजकल खूब वर्षा हो रही है।
"
29,"Orig: [1, 2, ['लड़की']], Cor: [1, 2, ['लड़कियाँ']], Type: 'R:OTHER'","दो लड़की चित्र बना रही हैं।
","दो लड़कियाँ चित्र बना रही हैं।
"
30,"Orig: [3, 4, ['जोड़ा']], Cor: [3, 4, ['जोड़े']], Type: 'R:OTHER'","मोहन ने हाथ जोड़ा।
","मोहन ने हाथ जोड़े।
"
31,"Orig: [3, 4, ['सकेंगे']], Cor: [3, 4, ['सकोगे']], Type: 'R:OTHER'","क्या आप जा सकेंगे ?
","क्या आप जा सकोगे ?
"
32,"Orig: [1, 2, ['का']], Cor: [1, 2, ['के']], Type: 'R:ADP'","मोहन का प्राण निकलने वाला है।
","मोहन के प्राण निकलने वाले हैं।
"
33,"Orig: [4, 5, ['वाला']], Cor: [4, 5, ['वाले']], Type: 'R:OTHER'","मोहन का प्राण निकलने वाला है।
","मोहन के प्राण निकलने वाले हैं।
"
34,"Orig: [5, 6, ['है']], Cor: [5, 6, ['हैं']], Type: 'R:OTHER'","मोहन का प्राण निकलने वाला है।
","मोहन के प्राण निकलने वाले हैं।
"
35,"Orig: [1, 2, ['इस']], Cor: [1, 2, ['इन']], Type: 'R:OTHER'","लोग इस फूल की माला पहनते हैं।
","लोग इन फूलों की माला पहनते हैं।
"
36,"Orig: [2, 3, ['फूल']], Cor: [2, 3, ['फूलों']], Type: 'R:NOUN-NUM'","लोग इस फूल की माला पहनते हैं।
","लोग इन फूलों की माला पहनते हैं।
"
37,"Orig: [3, 4, ['दिया']], Cor: [3, 4, ['दिए']], Type: 'R:OTHER'","उसने हस्ताक्षर कर दिया।
","उसने हस्ताक्षर कर दिए।
"
38,"Orig: [2, 3, ['अनेकों']], Cor: [2, 3, ['अनेक']], Type: 'R:OTHER'","सभा में अनेकों विद्वान आए थे।
","सभा में अनेक विद्वान आए थे।
"
39,"Orig: [1, 2, ['आप']], Cor: [1, 2, ['आपने']], Type: 'R:PRON'","क्या आप खा लिये हैं?
","क्या आपने खा लिया है?
"
40,"Orig: [3, 4, ['लिये']], Cor: [3, 4, ['लिया']], Type: 'R:OTHER'","क्या आप खा लिये हैं?
","क्या आपने खा लिया है?
"
41,"Orig: [4, 5, ['हैं']], Cor: [4, 5, ['है']], Type: 'R:OTHER'","क्या आप खा लिये हैं?
","क्या आपने खा लिया है?
"
42,"Orig: [2, 3, ['बच्चा']], Cor: [2, 3, ['बच्चे']], Type: 'R:NOUN-NUM'","मेले में बच्चा खो गया।
","मेले में बच्चे खो गया।
"
43,"Orig: [1, 2, ['सब']], Cor: [1, 2, ['सबों']], Type: 'R:NOUN-GEN'","इन सब को जाना है।
","इन सबों को जाना है।
"
44,"Orig: [1, 2, ['कितने']], Cor: [1, 2, ['कितना']], Type: 'R:OTHER'",उसे कितने संतरे चाहिए।,उसे कितना संतरे चाहिए।
