,Proposed Edit,Incorrect Sentence,Correct Sentence
28,"Orig: [1, 2, ['लड़की']], Cor: [1, 2, ['लड़कियाँ']], Type: 'R:SPELL'","दो लड़की चित्र बना रही हैं।
","दो लड़कियाँ चित्र बना रही हैं।
"
29,"Orig: [3, 4, ['जोड़ा']], Cor: [3, 4, ['जोड़े']], Type: 'R:SPELL'","मोहन ने हाथ जोड़ा।
","मोहन ने हाथ जोड़े।
"
30,"Orig: [3, 4, ['सकेंगे']], Cor: [3, 4, ['सकोगे']], Type: 'R:VERB-TENSE'","क्या आप जा सकेंगे ?
","क्या आप जा सकोगे ?
"
31,"Orig: [1, 2, ['का']], Cor: [1, 2, ['के']], Type: 'R:ADP-INFL'","मोहन का प्राण निकलने वाला है।
","मोहन के प्राण निकलने वाले हैं।
"
32,"Orig: [4, 5, ['वाला']], Cor: [4, 5, ['वाले']], Type: 'R:VERB-NUM'","मोहन का प्राण निकलने वाला है।
","मोहन के प्राण निकलने वाले हैं।
"
33,"Orig: [5, 6, ['है']], Cor: [5, 6, ['हैं']], Type: 'R:SPELL'","मोहन का प्राण निकलने वाला है।
","मोहन के प्राण निकलने वाले हैं।
"
34,"Orig: [1, 2, ['इस']], Cor: [1, 2, ['इन']], Type: 'R:DET'","लोग इस फूल की माला पहनते हैं।
","लोग इन फूलों की माला पहनते हैं।
"
35,"Orig: [2, 3, ['फूल']], Cor: [2, 3, ['फूलों']], Type: 'R:NOUN-NUM'","लोग इस फूल की माला पहनते हैं।
","लोग इन फूलों की माला पहनते हैं।
"
36,"Orig: [3, 4, ['दिया']], Cor: [3, 4, ['दिए']], Type: 'R:VERB-NUM'","उसने हस्ताक्षर कर दिया।
","उसने हस्ताक्षर कर दिए।
"
37,"Orig: [2, 3, ['अनेकों']], Cor: [2, 3, ['अनेक']], Type: 'R:DET'","सभा में अनेकों विद्वान आए थे।
","सभा में अनेक विद्वान आए थे।
"
38,"Orig: [1, 2, ['आप']], Cor: [1, 2, ['आपने']], Type: 'R:PRON'","क्या आप खा लिये हैं?
","क्या आपने खा लिया है?
"
39,"Orig: [3, 4, ['लिये']], Cor: [3, 4, ['लिया']], Type: 'R:VERB-FORM'","क्या आप खा लिये हैं?
","क्या आपने खा लिया है?
"
40,"Orig: [4, 5, ['हैं']], Cor: [4, 5, ['है']], Type: 'R:SPELL'","क्या आप खा लिये हैं?
","क्या आपने खा लिया है?
"
41,"Orig: [2, 3, ['बच्चा']], Cor: [2, 3, ['बच्चे']], Type: 'R:NOUN-NUM'","मेले में बच्चा खो गया।
","मेले में बच्चे खो गया।
"
42,"Orig: [1, 2, ['सब']], Cor: [1, 2, ['सबों']], Type: 'R:MORPH'","इन सब को जाना है।
","इन सबों को जाना है।
"
43,"Orig: [1, 2, ['कितने']], Cor: [1, 2, ['कितना']], Type: 'R:DET'",उसे कितने संतरे चाहिए।,उसे कितना संतरे चाहिए।
