,Proposed Edit,Incorrect Sentence,Correct Sentence
19,"Orig: [7, 8, ['अवश्य']], Cor: [7, 7, []], Type: 'U:ADV'","इसमें सन्देह है कि वह परीक्षा में अवश्य पास हो सकेगा।
","इसमें सन्देह है कि वह परीक्षा में पास हो पाएगा।
"
20,"Orig: [10, 11, ['सकेगा']], Cor: [9, 10, ['पाएगा']], Type: 'R:VERB-TENSE'","इसमें सन्देह है कि वह परीक्षा में अवश्य पास हो सकेगा।
","इसमें सन्देह है कि वह परीक्षा में पास हो पाएगा।
"
21,"Orig: [2, 3, ['सकुशलतापूर्वक']], Cor: [2, 3, ['सकुशल']], Type: 'R:SPELL'","सब यहाँ सकुशलतापूर्वक हैं।
","सब यहाँ सकुशल हैं।
"
22,"Orig: [1, 2, ['केवल']], Cor: [1, 1, []], Type: 'U:OTHER'","वह केवल नाम्मात्र का खिलाड़ी है।
","वह नाममात्र का खिलाड़ी है।
"
23,"Orig: [2, 3, ['नाम्मात्र']], Cor: [1, 2, ['नाममात्र']], Type: 'R:SPELL'","वह केवल नाम्मात्र का खिलाड़ी है।
","वह नाममात्र का खिलाड़ी है।
"
24,"Orig: [3, 4, ['शायद']], Cor: [3, 3, []], Type: 'U:ADV'","मेरे विचार से शायद काम हो जाएगा।
","मेरे विचार से काम हो जाएगा।
"
25,"Orig: [0, 1, ['निम्न']], Cor: [0, 1, ['निम्नांकित']], Type: 'R:ADJ'","निम्न कविता की व्याख्या कीजिए।
","निम्नांकित कविता की व्याख्या कीजिए :
"
26,"Orig: [5, 6, ['।']], Cor: [5, 6, [':']], Type: 'R:SPELL'","निम्न कविता की व्याख्या कीजिए।
","निम्नांकित कविता की व्याख्या कीजिए :
"
27,"Orig: [0, 1, ['यह']], Cor: [0, 1, ['ये']], Type: 'R:DET'","यह सतन्तरे मीठे हैं।
","ये सन्तरे मीठे हैं।
"
28,"Orig: [1, 2, ['सतन्तरे']], Cor: [1, 2, ['सन्तरे']], Type: 'R:SPELL'","यह सतन्तरे मीठे हैं।
","ये सन्तरे मीठे हैं।
"
29,"Orig: [0, 1, ['अनेको']], Cor: [0, 1, ['अनेक']], Type: 'R:SPELL'","अनेको लोगों ने उसकी प्रशंसा की।
","अनेक लोगों ने उसकी प्रशंसा की।
"
30,"Orig: [0, 1, ['प्रथवी']], Cor: [0, 1, ['पृथ्वी']], Type: 'R:SPELL'","प्रथवी गोल है।
","पृथ्वी गोल है।
"
31,"Orig: [1, 2, ['ने']], Cor: [1, 3, ['के', 'द्वारा']], Type: 'R:ADP-INFL'","वक्ता ने देश की दयनीय दशा पर प्रकाश डाला गया है।
","वक्ता के द्वारा देश की दयनीय दशा पर प्रकाश डाला गया।
"
32,"Orig: [10, 11, ['है']], Cor: [11, 11, []], Type: 'U:VERB-TENSE'","वक्ता ने देश की दयनीय दशा पर प्रकाश डाला गया है।
","वक्ता के द्वारा देश की दयनीय दशा पर प्रकाश डाला गया।
"
33,"Orig: [7, 8, ['सबसे']], Cor: [7, 7, []], Type: 'U:ADV'","मैं पुष्प और पक्षी को प्रकृति की सबसे सुन्दर मानता हूँ।
","मैं पुष्प और पक्षी को प्रकृति की सुन्दरतम कृति मानता हूँ।
"
34,"Orig: [8, 9, ['सुन्दर']], Cor: [7, 8, ['सुन्दरतम']], Type: 'R:ADJ'","मैं पुष्प और पक्षी को प्रकृति की सबसे सुन्दर मानता हूँ।
","मैं पुष्प और पक्षी को प्रकृति की सुन्दरतम कृति मानता हूँ।
"
35,"Orig: [9, 9, []], Cor: [8, 9, ['कृति']], Type: 'M:NOUN'","मैं पुष्प और पक्षी को प्रकृति की सबसे सुन्दर मानता हूँ।
","मैं पुष्प और पक्षी को प्रकृति की सुन्दरतम कृति मानता हूँ।
"
36,"Orig: [2, 4, ['हर', 'एक']], Cor: [2, 3, ['प्रत्येक']], Type: 'R:DET'","मतदान में हर एक सदस्यों को दुविधा थी।
","मतदान में प्रत्येक सदस्य को दुविधा थी।
"
37,"Orig: [4, 5, ['सदस्यों']], Cor: [3, 4, ['सदस्य']], Type: 'R:NOUN-NUM'","मतदान में हर एक सदस्यों को दुविधा थी।
","मतदान में प्रत्येक सदस्य को दुविधा थी।
"
38,"Orig: [4, 5, ['सोने']], Cor: [4, 5, ['सोना']], Type: 'R:NOUN'","उसके पास पचास ग्राम सोने है।
","उसके पास पचास ग्राम सोना है।
"
39,"Orig: [0, 1, ['अपना']], Cor: [0, 1, ['अपने']], Type: 'R:PRON'","अपना हस्ताक्षर कर दो।
","अपने हस्ताक्षर कर दो।
"
40,"Orig: [6, 7, ['सीढ़ी']], Cor: [6, 7, ['सीढ़ियाँ']], Type: 'R:SPELL'","मन्दिर में जाने के लिए पचास सीढ़ी हैं।
","मन्दिर में जाने के लिए पचास सीढ़ियाँ हैं।
"
41,"Orig: [0, 1, ['मेरा']], Cor: [0, 1, ['मेरे']], Type: 'R:PRON'","मेरा प्राण निकल रहा है।
","मेरे प्राण निकल रहे हैं।
"
42,"Orig: [3, 4, ['रहा']], Cor: [3, 4, ['रहे']], Type: 'R:VERB-NUM'","मेरा प्राण निकल रहा है।
","मेरे प्राण निकल रहे हैं।
"
43,"Orig: [4, 5, ['है']], Cor: [4, 5, ['हैं']], Type: 'R:SPELL'","मेरा प्राण निकल रहा है।
","मेरे प्राण निकल रहे हैं।
"
44,"Orig: [0, 1, ['संस्कृतियों']], Cor: [0, 1, ['संस्कृति']], Type: 'R:NOUN-NUM'","संस्कृतियों पर देशवासी मर मिटे।
","संस्कृति पर देशवासी पर मिटे।
"
45,"Orig: [3, 4, ['मर']], Cor: [3, 4, ['पर']], Type: 'R:ADP-INFL'","संस्कृतियों पर देशवासी मर मिटे।
","संस्कृति पर देशवासी पर मिटे।
"
46,"Orig: [4, 5, ['मिटे।']], Cor: [4, 6, ['मिटे', '।']], Type: 'R:ORTH'","संस्कृतियों पर देशवासी मर मिटे।
","संस्कृति पर देशवासी पर मिटे।
"
47,"Orig: [0, 1, ['बुढ़ापे']], Cor: [0, 1, ['बुढ़ापा']], Type: 'R:SPELL'","बुढ़ापे बुरे होते है।
","बुढ़ापा बुरा होता है।
"
48,"Orig: [1, 2, ['बुरे']], Cor: [1, 2, ['बुरा']], Type: 'R:ADJ-NUM'","बुढ़ापे बुरे होते है।
","बुढ़ापा बुरा होता है।
"
49,"Orig: [2, 3, ['होते']], Cor: [2, 3, ['होता']], Type: 'R:VERB-NUM'","बुढ़ापे बुरे होते है।
","बुढ़ापा बुरा होता है।
"
50,"Orig: [0, 1, ['बेरोजगारियाँ']], Cor: [0, 1, ['बेरोजगारी']], Type: 'R:SPELL'","बेरोजगारियाँ दूर होनी चाहिए।
","बेरोजगारी दूर होनी चाहिए।
"
51,"Orig: [0, 1, ['अपने']], Cor: [0, 1, ['अपनी']], Type: 'R:PRON-GEN'","अपने सोचों पर काबू पा लो।
","अपनी सोच पर काबू पा लो।
"
52,"Orig: [1, 2, ['सोचों']], Cor: [1, 2, ['सोच']], Type: 'R:NOUN-NUM'","अपने सोचों पर काबू पा लो।
","अपनी सोच पर काबू पा लो।
"
53,"Orig: [3, 4, ['गाड़ी']], Cor: [3, 4, ['गाड़ियाँ']], Type: 'R:SPELL'","यहाँ से अनेक गाड़ी गुजरती हैं।
","यहाँ से अनेक गाड़ियाँ गुजरती हैं।
"
54,"Orig: [3, 4, ['चिड़िया']], Cor: [3, 4, ['चिड़ियाँ']], Type: 'R:SPELL'","आकाश में अनेक चिड़िया उड़ रही हैं।
","आकाश में अनेक चिड़ियाँ उड़ रही हैं।
"
55,"Orig: [0, 1, ['इस']], Cor: [0, 1, ['इन']], Type: 'R:DET'","इस प्रश्नों के उत्तर पचास शब्द में दो।
","इन प्रश्नों का उत्तर पचास शब्दों में दो।
"
56,"Orig: [2, 3, ['के']], Cor: [2, 3, ['का']], Type: 'R:ADP-INFL'","इस प्रश्नों के उत्तर पचास शब्द में दो।
","इन प्रश्नों का उत्तर पचास शब्दों में दो।
"
57,"Orig: [5, 6, ['शब्द']], Cor: [5, 6, ['शब्दों']], Type: 'R:NOUN-NUM'","इस प्रश्नों के उत्तर पचास शब्द में दो।
","इन प्रश्नों का उत्तर पचास शब्दों में दो।
"
58,"Orig: [1, 2, ['यह']], Cor: [1, 2, ['ये']], Type: 'R:DET'","क्या यह सारी पुस्तक मुझे पढ़नी हैं?
","क्या ये सारी पुस्तकें मुझे पढ़नी हैं?
"
59,"Orig: [3, 4, ['पुस्तक']], Cor: [3, 4, ['पुस्तकें']], Type: 'R:NOUN-NUM'","क्या यह सारी पुस्तक मुझे पढ़नी हैं?
","क्या ये सारी पुस्तकें मुझे पढ़नी हैं?
"
60,"Orig: [0, 1, ['हमारा']], Cor: [0, 1, ['हमारी']], Type: 'R:PRON-GEN'","हमारा वस्तुओं का ध्यान रखा जाए।
","हमारी वस्तुओं का ध्यान रखा जाए।
"
61,"Orig: [0, 1, ['सारा']], Cor: [0, 1, ['सारी']], Type: 'R:DET'","सारा प्रतिभा विकृत हो गया।
","सारी प्रतिभा विकृत हो गयी।
"
62,"Orig: [4, 5, ['गया']], Cor: [4, 5, ['गयी']], Type: 'R:VERB-GEN'","सारा प्रतिभा विकृत हो गया।
","सारी प्रतिभा विकृत हो गयी।
"
63,"Orig: [1, 2, ['खारी']], Cor: [1, 2, ['खारा']], Type: 'R:ADJ-GEN'","तुम खारी पानी लाते हो।
","तुम खारा पानी लाते हो।
"
64,"Orig: [2, 3, ['खट्टी']], Cor: [2, 3, ['खट्टा']], Type: 'R:ADJ-GEN'","दही बहुत खट्टी है।
","दही बहुत खट्टा है।
"
65,"Orig: [3, 4, ['रहस्यमयी']], Cor: [3, 4, ['रहस्यमय']], Type: 'R:SPELL'","उसका अंत बड़ा रहस्यमयी हुआ।
","उसका अंत बड़ा रहस्यमय हुआ।
"
66,"Orig: [0, 0, []], Cor: [0, 1, ['ये']], Type: 'M:DET'","कापियाँ किसकी हैं?
","ये कापियाँ किसकी हैं?
"
67,"Orig: [2, 3, ['भाभी']], Cor: [2, 3, ['‘भाभी’']], Type: 'R:SPELL'","प्रस्तुत पंक्तियाँ भाभी से ली हैं।
","प्रस्तुत पंक्तियाँ ‘भाभी’ से ली गयी हैं।
"
68,"Orig: [5, 5, []], Cor: [5, 6, ['गयी']], Type: 'M:VERB-TENSE'","प्रस्तुत पंक्तियाँ भाभी से ली हैं।
","प्रस्तुत पंक्तियाँ ‘भाभी’ से ली गयी हैं।
"
69,"Orig: [4, 5, ['मात्र']], Cor: [4, 4, []], Type: 'U:OTHER'","मुझे केवल सौ रुपये मात्र मिले।
","मुझे केवल सौ रुपये मिले।
"
70,"Orig: [0, 1, ['हमारी']], Cor: [0, 1, ['हमारा']], Type: 'R:PRON-GEN'","हमारी समाज प्रगतिशील बने।
","हमारा समाज प्रगतिशील बने।
"
71,"Orig: [4, 5, ['रहस्यमयी']], Cor: [4, 5, ['रहस्यमय']], Type: 'R:SPELL'","लोग आज भी उन रहस्यमयी खजानों को खोज रहे हैं।
","लोग आज भी उन रहस्यमय खजानों को खोज रहे हैं।
"
72,"Orig: [2, 2, []], Cor: [2, 3, ['!']], Type: 'M:PUNCT'","हे प्रभु अब यह कष्ट दूर करो।
","हे प्रभु! अब यह कष्ट दूर करो।
"
73,"Orig: [2, 3, ['नया']], Cor: [2, 3, ['नई']], Type: 'R:ADJ-GEN'","आज तुमने नया पोशाक पहना है।
","आज तुमने नई पोशाक पहनी है।
"
74,"Orig: [4, 5, ['पहना']], Cor: [4, 5, ['पहनी']], Type: 'R:VERB-GEN'","आज तुमने नया पोशाक पहना है।
","आज तुमने नई पोशाक पहनी है।
"
75,"Orig: [2, 3, ['अनेकों']], Cor: [2, 3, ['अनेक']], Type: 'R:DET'","भारत में अनेकों राज्य हैं।
","भारत में अनेक राज्य हैं।
"
76,"Orig: [3, 4, ['हितकर']], Cor: [3, 3, []], Type: 'U:ADJ'","प्रधानमंत्री जनता के हितकर कल्याण के लिए कार्य कर।
","प्रधानमंत्री जनता के कल्याण के लिए कार्य कर रहे हैं।
"
77,"Orig: [8, 9, ['कर।']], Cor: [7, 10, ['कर', 'रहे', 'हैं']], Type: 'R:VERB-TENSE'","प्रधानमंत्री जनता के हितकर कल्याण के लिए कार्य कर।
","प्रधानमंत्री जनता के कल्याण के लिए कार्य कर रहे हैं।
"
78,"Orig: [9, 9, []], Cor: [10, 11, ['।']], Type: 'M:PUNCT'","प्रधानमंत्री जनता के हितकर कल्याण के लिए कार्य कर।
","प्रधानमंत्री जनता के कल्याण के लिए कार्य कर रहे हैं।
"
79,"Orig: [1, 4, ['अपनी', 'ताकत', 'के']], Cor: [1, 2, ['अपने']], Type: 'R:PRON-GEN'","राजा अपनी ताकत के बल पर जीत गया।
","राजा अपने बल पर जीत गया।
"
80,"Orig: [1, 2, ['सबसे']], Cor: [1, 1, []], Type: 'U:ADV'","यह सबसे सुन्दरतम साड़ी है।
","यह सुन्दरतम साड़ी है।
"
81,"Orig: [18, 19, ['है']], Cor: [18, 19, ['थी']], Type: 'R:VERB-TENSE'","वो "" धूम 3 "" में संक्षिप्त भूमिका में दिखीं जिसने भारतीय फ़िल्मों में सबसे ज़्यादा कमाई की है।
","वो "" धूम 3 "" में संक्षिप्त भूमिका में दिखीं जिसने भारतीय फ़िल्मों में सबसे ज़्यादा कमाई की थी।
"
82,"Orig: [8, 9, ['पुराना']], Cor: [8, 9, ['पुराने']], Type: 'R:ADJ-NUM'","1919 में स्थापित , यह भारत में सबसे पुराना इंजीनियरिंग संस्थानों में से एक है।
","1919 में स्थापित , यह भारत में सबसे पुराने इंजीनियरिंग संस्थानों में से एक है।
"
83,"Orig: [11, 12, ['छोटे']], Cor: [11, 12, ['छोटा']], Type: 'R:ADJ-NUM'","बुध ग्रह सौरमंडल के बडे उपग्रहों गेनिमेड और टाइटन से भी छोटे है , हालांकि यह उनसे भारी जरुर है .
","बुध ग्रह सौरमंडल के बडे उपग्रहों गेनिमेड और टाइटन से भी छोटा है , हालांकि यह उनसे भारी जरुर है .
"
84,"Orig: [8, 9, ['पूरा']], Cor: [8, 9, ['पूरे']], Type: 'R:ADJ-NUM'","कुछ मिशन केवल एक ही किरदार के साथ पूरा होते हैं और कुछ दो या तीन के साथ .
","कुछ मिशन केवल एक ही किरदार के साथ पूरे होते हैं और कुछ दो या तीन के साथ .
"
85,"Orig: [3, 4, ['पुराना']], Cor: [3, 4, ['पुराने']], Type: 'R:ADJ-NUM'","जीवन के सबसे पुराना निर्विवादित सबूत ३ ५ अरब वर्ष पुराने हैं .
","जीवन के सबसे पुराने निर्विवादित सबूत ३ ५ अरब वर्ष पुराने हैं .
"
86,"Orig: [1, 2, ['अच्छा']], Cor: [1, 2, ['अच्छे']], Type: 'R:ADJ-NUM'","आप अच्छा लेख बनाते है और साथ में संदर्भ भी जोड़ते है ये अच्छी बात है .
","आप अच्छे लेख बनाते है और साथ में संदर्भ भी जोड़ते है ये अच्छी बात है .
"
87,"Orig: [5, 6, ['काला']], Cor: [5, 6, ['काले']], Type: 'R:ADJ-NUM'",इस पार्क में कभी कभार काला भालू भी देखे जाते हैं .,इस पार्क में कभी कभार काले भालू भी देखे जाते हैं .
