,Proposed Edit,Incorrect Sentence,Correct Sentence
14,"Orig: [1, 2, ['बुरे']], Cor: [1, 2, ['बुरा']], Type: 'R:ADJ-NUM'","बुढ़ापे बुरे होते हैं।
","बुढ़ापा बुरा होता है।
"
15,"Orig: [2, 3, ['होते']], Cor: [2, 3, ['होता']], Type: 'R:VERB-NUM'","बुढ़ापे बुरे होते हैं।
","बुढ़ापा बुरा होता है।
"
16,"Orig: [3, 4, ['हैं']], Cor: [3, 4, ['है']], Type: 'R:VERB:TENSE'","बुढ़ापे बुरे होते हैं।
","बुढ़ापा बुरा होता है।
"
17,"Orig: [0, 1, ['बेरोजगारियाँ']], Cor: [0, 1, ['बेरोजगारी']], Type: 'R:SPELL'","बेरोजगारियाँ दूर होनी चाहिए।
","बेरोजगारी दूर होनी चाहिए।
"
18,"Orig: [0, 1, ['अपने']], Cor: [0, 1, ['अपनी']], Type: 'R:PRON-GEN'","अपने सोचों पर काबू पा लो।
","अपनी सोच पर काबू पा लो।
"
19,"Orig: [1, 2, ['सोचों']], Cor: [1, 2, ['सोच']], Type: 'R:NOUN-GEN'","अपने सोचों पर काबू पा लो।
","अपनी सोच पर काबू पा लो।
"
20,"Orig: [3, 4, ['गाड़ी']], Cor: [3, 4, ['गाड़ियाँ']], Type: 'R:NOUN-NUM'","यहाँ से अनेक गाड़ी गुजरती हैं।
","यहाँ से अनेक गाड़ियाँ गुजरती हैं।
"
21,"Orig: [3, 4, ['चिड़िया']], Cor: [3, 4, ['चिड़ियाँ']], Type: 'R:NOUN'","आकाश में अनेक चिड़िया उड़ रही हैं।
","आकाश में अनेक चिड़ियाँ उड़ रही हैं।
"
22,"Orig: [0, 1, ['इन']], Cor: [0, 1, ['इस']], Type: 'R:OTHER'","इन प्रश्नों का उत्तर पचास शब्द में दो।
","इस प्रश्नों के उत्तर पचास शब्दों में दो।
"
23,"Orig: [2, 3, ['का']], Cor: [2, 3, ['के']], Type: 'R:ADP'","इन प्रश्नों का उत्तर पचास शब्द में दो।
","इस प्रश्नों के उत्तर पचास शब्दों में दो।
"
24,"Orig: [5, 6, ['शब्द']], Cor: [5, 6, ['शब्दों']], Type: 'R:NOUN-NUM'","इन प्रश्नों का उत्तर पचास शब्द में दो।
","इस प्रश्नों के उत्तर पचास शब्दों में दो।
"
25,"Orig: [1, 2, ['मक्खियाँ-मच्छरों']], Cor: [1, 2, ['मक्खी-मच्छरों']], Type: 'R:SPELL'","लोग मक्खियाँ-मच्छरों से परेशान हैं।
","लोग मक्खी-मच्छरों से परेशान हैं।
"
26,"Orig: [1, 2, ['यह']], Cor: [1, 2, ['ये']], Type: 'R:OTHER'",क्या यह सारी पुस्तक मुझे पढ़नी हैं?,"क्या ये सारी पुस्तकें मुझे पढ़नी हैं?
"
27,"Orig: [3, 4, ['पुस्तक']], Cor: [3, 4, ['पुस्तकें']], Type: 'R:NOUN-NUM'",क्या यह सारी पुस्तक मुझे पढ़नी हैं?,"क्या ये सारी पुस्तकें मुझे पढ़नी हैं?
"
