,Proposed Edit,Incorrect Sentence,Correct Sentence
54,"Orig: [2, 3, ['नया']], Cor: [2, 3, ['नई']], Type: 'R:ADJ-GEN'","कल मैंने नया पुस्तक ख़रीदा।
","कल मैंने नई पुस्तक खरीदी।
"
55,"Orig: [4, 5, ['ख़रीदा']], Cor: [4, 5, ['खरीदी']], Type: 'R:VERB:TENSE'","कल मैंने नया पुस्तक ख़रीदा।
","कल मैंने नई पुस्तक खरीदी।
"
56,"Orig: [2, 3, ['अनेकों']], Cor: [2, 3, ['अनेक']], Type: 'R:OTHER'","भारत में अनेकों राज्य हैं।
","भारत में अनेक राज्य हैं।
"
57,"Orig: [4, 5, ['देते']], Cor: [4, 5, ['देता']], Type: 'R:VERB-NUM'","प्रत्येक वृक्ष फल नहीं देते हैं।
","प्रत्येक वृक्ष फल नहीं देता है।
"
58,"Orig: [5, 6, ['हैं']], Cor: [5, 6, ['है']], Type: 'R:VERB:TENSE'","प्रत्येक वृक्ष फल नहीं देते हैं।
","प्रत्येक वृक्ष फल नहीं देता है।
"
59,"Orig: [3, 4, ['बजा']], Cor: [3, 4, ['बजे']], Type: 'R:NOUN'","इस समय चार बजा है।
","इस समय चार बजे हैं।
"
60,"Orig: [4, 5, ['है']], Cor: [4, 5, ['हैं']], Type: 'R:OTHER'","इस समय चार बजा है।
","इस समय चार बजे हैं।
"
61,"Orig: [2, 3, ['आपका']], Cor: [2, 3, ['आपके']], Type: 'R:PRON'","मैं तो आपका दर्शन करने आया हूँ।
","मैं तो आपके दर्शन करने आया हूँ।
"
62,"Orig: [0, 3, ['जाता', 'वह', 'बाज़ार']], Cor: [0, 3, ['वह', 'बाज़ार', 'जाता']], Type: 'R:WO'","जाता वह बाज़ार है।
","वह बाज़ार जाता है।
"
63,"Orig: [0, 3, ['शहीदों', 'का', 'देश']], Cor: [0, 3, ['देश', 'शहीदों', 'का']], Type: 'R:WO'","शहीदों का देश सदा आभारी रहेगा। 
","देश शहीदों का सदा आभारी रहेगा।
"
64,"Orig: [2, 4, ['ताकतवर', 'दूध']], Cor: [2, 4, ['दूध', 'ताकतवर']], Type: 'R:WO'","गाय का ताकतवर दूध होता है। 
","गाय का दूध ताकतवर होता है। 
"
65,"Orig: [0, 4, ['अपनी', 'बात', 'आपको', 'मैं']], Cor: [0, 4, ['मैं', 'आपको', 'अपनी', 'बात']], Type: 'R:WO'","अपनी बात आपको मैं बताता हूँ।
","मैं आपको अपनी बात बताता हूँ।
"
66,"Orig: [0, 3, ['ध्यानपूर्वक', 'विद्यार्थियों', 'को']], Cor: [0, 3, ['विद्यार्थियों', 'को', 'ध्यानपूर्वक']], Type: 'R:WO'","ध्यानपूर्वक विद्यार्थियों को पढ़ाई करनी चाहिए। 
","विद्यार्थियों को ध्यानपूर्वक पढ़ाई करनी चाहिए।
"
67,"Orig: [3, 4, ['वापस']], Cor: [3, 3, []], Type: 'U:ADJ'","वह बहुत जल्दी वापस लौट आया। 
","वह बहुत जल्दी लौट आया। 
"
68,"Orig: [5, 7, ['देखने', 'योग्य']], Cor: [5, 5, []], Type: 'U:VERB'","जयपुर में कई दर्शनीय स्थल देखने योग्य हैं।
","जयपुर में कई दर्शनीय स्थल हैं।
"
69,"Orig: [0, 1, ['कृपया']], Cor: [0, 0, []], Type: 'U:NOUN'","कृपया आप मेरे घर आने की कृपा करें।
","आप मेरे घर आने की कृपा करें।
"
70,"Orig: [0, 3, ['प्रधानमंत्री', 'जनता', 'के']], Cor: [0, 2, ['आप', 'मेरे']], Type: 'R:PRON'","प्रधानमंत्री जनता के हितकर कल्याण के लिए कार्य कर रहे हैं।
","आप मेरे घर आने की कृपा करें।
"
71,"Orig: [3, 4, ['हितकर']], Cor: [2, 3, ['घर']], Type: 'R:NOUN'","प्रधानमंत्री जनता के हितकर कल्याण के लिए कार्य कर रहे हैं।
","आप मेरे घर आने की कृपा करें।
"
72,"Orig: [4, 5, ['कल्याण']], Cor: [3, 4, ['आने']], Type: 'R:VERB'","प्रधानमंत्री जनता के हितकर कल्याण के लिए कार्य कर रहे हैं।
","आप मेरे घर आने की कृपा करें।
"
73,"Orig: [5, 7, ['के', 'लिए']], Cor: [4, 5, ['की']], Type: 'R:ADP'","प्रधानमंत्री जनता के हितकर कल्याण के लिए कार्य कर रहे हैं।
","आप मेरे घर आने की कृपा करें।
"
74,"Orig: [7, 8, ['कार्य']], Cor: [5, 6, ['कृपा']], Type: 'R:NOUN'","प्रधानमंत्री जनता के हितकर कल्याण के लिए कार्य कर रहे हैं।
","आप मेरे घर आने की कृपा करें।
"
75,"Orig: [8, 11, ['कर', 'रहे', 'हैं']], Cor: [6, 7, ['करें']], Type: 'R:VERB:TENSE'","प्रधानमंत्री जनता के हितकर कल्याण के लिए कार्य कर रहे हैं।
","आप मेरे घर आने की कृपा करें।
"
76,"Orig: [1, 1, []], Cor: [1, 2, ['!']], Type: 'M:PUNCT'","गुरुदेव यह तो सरासर अन्याय है।
","गुरुदेव! यह तो सरासर अन्याय है।
"
77,"Orig: [0, 2, ['धीरे', 'धीरे']], Cor: [0, 1, ['धीरे-धीरे']], Type: 'R:OTHER'","धीरे धीरे ध्यान से चलो।
","धीरे-धीरे ध्यान से चलो।
"
78,"Orig: [2, 2, []], Cor: [2, 3, [',']], Type: 'M:PUNCT'","वह काव्यसंग्रह जिसे मैंने लिखा है वह छप रहा है।
","वह काव्यसंग्रह, जिसे मैंने लिखा है; वह छप रहा है।
"
79,"Orig: [6, 6, []], Cor: [7, 8, [';']], Type: 'M:PUNCT'","वह काव्यसंग्रह जिसे मैंने लिखा है वह छप रहा है।
","वह काव्यसंग्रह, जिसे मैंने लिखा है; वह छप रहा है।
"
80,"Orig: [5, 6, ['।']], Cor: [5, 6, ['?']], Type: 'R:PUNCT'","यह पुस्तक आपको कहाँ मिली।
","यह पुस्तक आपको कहाँ मिली?
"
81,"Orig: [2, 4, ['के', 'दिन']], Cor: [2, 3, ['को']], Type: 'R:ADP'","मैं मंगलवार के दिन व्रत रखता हूँ।  
","मैं मंगलवार को व्रत रखता हूँ।    
"
82,"Orig: [0, 4, ['मैं', 'मंगलवार', 'के', 'दिन']], Cor: [0, 2, ['अब', 'विंध्याचल']], Type: 'R:NOUN'","मैं मंगलवार के दिन व्रत रखता हूँ।  
","अब विंध्याचल हरा-भरा हो गया।
"
83,"Orig: [4, 5, ['व्रत']], Cor: [2, 3, ['हरा-भरा']], Type: 'R:NOUN'","मैं मंगलवार के दिन व्रत रखता हूँ।  
","अब विंध्याचल हरा-भरा हो गया।
"
84,"Orig: [5, 6, ['रखता']], Cor: [3, 4, ['हो']], Type: 'R:VERB'","मैं मंगलवार के दिन व्रत रखता हूँ।  
","अब विंध्याचल हरा-भरा हो गया।
"
85,"Orig: [6, 7, ['हूँ']], Cor: [4, 5, ['गया']], Type: 'R:VERB:TENSE'","मैं मंगलवार के दिन व्रत रखता हूँ।  
","अब विंध्याचल हरा-भरा हो गया।
"
86,"Orig: [0, 2, ['‘उत्साह’नामक', 'शीर्षक']], Cor: [0, 1, ['‘उत्साह’शीर्षक']], Type: 'R:OTHER'","‘उत्साह’नामक शीर्षक निबंध अच्छा है। 
","‘उत्साह’शीर्षक निबंध अच्छा है।
"
87,"Orig: [1, 4, ['अपनी', 'ताकत', 'के']], Cor: [1, 2, ['अपने']], Type: 'R:PRON-GEN'","राजा अपनी ताकत के बल पर जीत गया।
","राजा अपने बल पर जीत गया।
"
88,"Orig: [1, 3, ['के', 'समय']], Cor: [1, 1, []], Type: 'U:ADP'","प्रात:काल के समय घूमना चाहिए।
","प्रात:काल घूमना चाहिए।
"
89,"Orig: [3, 5, ['की', 'समस्या']], Cor: [3, 3, []], Type: 'U:NOUN'","समाज में अराजकता की समस्या बढ़ रही है।
","समाज में अराजकता बढ़ रही है।
"
90,"Orig: [0, 1, ['गले']], Cor: [0, 1, ['पैरो']], Type: 'R:NOUN'","गले में गुलामी की बेड़ियाँ पड़ी रही।
","पैरो में गुलामी की बेड़ियाँ पड़ी रही।
"
91,"Orig: [4, 5, ['बाढ़']], Cor: [4, 5, ['बौछार']], Type: 'R:NOUN'","दंगे में गोलियों की बाढ़ आ गई।
","दंगे में गोलियों की बौछार आ गई।
"
92,"Orig: [1, 2, ['की']], Cor: [1, 2, ['का']], Type: 'R:ADP'","रेडियो की उत्पत्ति किसने की।
","रेडियो का आविष्कार किसने किया।
"
93,"Orig: [2, 3, ['उत्पत्ति']], Cor: [2, 3, ['आविष्कार']], Type: 'R:NOUN'","रेडियो की उत्पत्ति किसने की।
","रेडियो का आविष्कार किसने किया।
"
94,"Orig: [4, 5, ['की']], Cor: [4, 5, ['किया']], Type: 'R:VERB-GEN'","रेडियो की उत्पत्ति किसने की।
","रेडियो का आविष्कार किसने किया।
"
95,"Orig: [3, 4, ['समाधान']], Cor: [3, 4, ['उत्तर']], Type: 'R:NOUN'","आपके प्रश्न का समाधान मेरे पास नहीं है।
","आपके प्रश्न का उत्तर मेरे पास नहीं है।
"
96,"Orig: [3, 4, ['मनुष्य']], Cor: [3, 4, ['लोग']], Type: 'R:NOUN'","हमारे देश के मनुष्य मेहनती हैं।
","हमारे देश के लोग मेहनती हैं।
"
97,"Orig: [2, 4, ['मोहन', 'का']], Cor: [2, 3, ['उसका']], Type: 'R:OTHER'","मोहन और मोहन का पुत्र दिल्ली गए हैं।
","मोहन और उसका पुत्र दिल्ली गए हैं।
"
98,"Orig: [0, 2, ['मेरे', 'को']], Cor: [0, 1, ['मुझे']], Type: 'R:OTHER'"," मेरे को कुछ याद नहीं आ रहा।
","मुझे कुछ याद नहीं आ रहा।
"
99,"Orig: [0, 2, ['मेरे', 'को']], Cor: [0, 1, ['मुझे']], Type: 'R:OTHER'","मेरे को बाज़ार जाना है।
","मुझे बाज़ार जाना है।
"
100,"Orig: [0, 2, ['तेरे', 'को']], Cor: [0, 1, ['तुझे']], Type: 'R:PRON'","तेरे को क्या चाहिए?
","तुझे क्या चाहिए?
"
101,"Orig: [2, 3, ['कौन']], Cor: [2, 3, ['क्या']], Type: 'R:PRON'","दूध में कौन गिर गया?
","दूध में क्या गिर गया?
"
102,"Orig: [2, 3, ['तुम्हारा']], Cor: [2, 3, ['अपना']], Type: 'R:PRON'","तुम तो तुम्हारा काम करो।
","तुम तो अपना काम करो।
"
103,"Orig: [0, 1, ['घातक']], Cor: [0, 0, []], Type: 'U:ADJ'","घातक विष, सुंदर शोभा, बुरी कुवृष्टि।
","विष, शोभा, कुवृष्टि।
"
104,"Orig: [3, 4, ['सुंदर']], Cor: [2, 2, []], Type: 'U:ADJ'","घातक विष, सुंदर शोभा, बुरी कुवृष्टि।
","विष, शोभा, कुवृष्टि।
"
105,"Orig: [6, 7, ['बुरी']], Cor: [4, 4, []], Type: 'U:ADJ'","घातक विष, सुंदर शोभा, बुरी कुवृष्टि।
","विष, शोभा, कुवृष्टि।
"
106,"Orig: [2, 4, ['अच्छी', 'चादरें']], Cor: [2, 4, ['चादरें', 'अच्छी']], Type: 'R:WO'","धोबिन ने अच्छी चादरें धोईं।
","धोबिन ने चादरें अच्छी धोईं।
"
107,"Orig: [1, 2, ['सबसे']], Cor: [1, 1, []], Type: 'U:ADV'","यह सबसे सुन्दरतम साड़ी है।
","यह सुन्दरतम साड़ी है।
"
108,"Orig: [2, 3, ['गुप्त']], Cor: [2, 2, []], Type: 'U:ADJ'","आज उसके गुप्त रहस्य का राज खुला।
","आज उसके रहस्य का राज खुला।
"
109,"Orig: [6, 7, ['खुला।']], Cor: [5, 7, ['खुला', '।']], Type: 'R:ORTH'","आज उसके गुप्त रहस्य का राज खुला।
","आज उसके रहस्य का राज खुला।
"
110,"Orig: [3, 4, ['दुर्दशा']], Cor: [3, 4, ['हालत']], Type: 'R:NOUN'","उनकी आजकल दयनीय दुर्दशा है।
","उनकी आजकल दयनीय हालत है।
"
111,"Orig: [2, 3, ['महीन']], Cor: [2, 3, ['पतली']], Type: 'R:ADJ'","वह डाल महीन है।
","वह डाल पतली है।
"
112,"Orig: [3, 4, ['उपस्थित']], Cor: [3, 3, []], Type: 'U:ADJ'","यहाँ अशोभनीय वातावरण उपस्थित है।
","यहाँ अशोभनीय वातावरण है।
"
113,"Orig: [3, 4, ['करने']], Cor: [3, 3, []], Type: 'U:VERB'","अब और स्पष्टीकरण करने की आवश्यकता नहीं है।
","अब और स्पष्टीकरण की आवश्यकता नहीं है।
"
114,"Orig: [2, 2, []], Cor: [2, 4, ['सीखती', 'है']], Type: 'M:VERB'","वह सिलाई और अंग्रेजी पढ़ती है।
","वह सिलाई सीखती है और अंग्रेजी पढ़ती है।
"
115,"Orig: [3, 3, []], Cor: [3, 4, ['खाकर']], Type: 'M:VERB'","वह तो खाना और चाय पीकर सो गया।
","वह तो खाना खाकर और चाय पीकर सो गया।
"
116,"Orig: [1, 2, ['दिया']], Cor: [1, 2, ['किया']], Type: 'R:VERB'","दान दिया।
","दान किया।
"
117,"Orig: [1, 2, ['देखना']], Cor: [1, 2, ['करना']], Type: 'R:VERB'","प्रतीक्षा देखना।
","प्रतीक्षा करना।
"
118,"Orig: [1, 2, ['होना']], Cor: [1, 2, ['करना']], Type: 'R:VERB'","प्रयोग होना।
","प्रयोग करना।
"
119,"Orig: [1, 2, ['पूछना']], Cor: [1, 2, ['करना']], Type: 'R:VERB'","प्रश्न पूछना।
","प्रश्न करना।
"
120,"Orig: [0, 1, ['मैं']], Cor: [0, 1, ['मैंने']], Type: 'R:PRON'","मैं सारी पुस्तक पढ़ डाली।
","मैंने सारी पुस्तक पढ़ डाली।
"
121,"Orig: [0, 2, ['वह', 'लड़का']], Cor: [0, 3, ['मैंने', 'सारी', 'पुस्तक']], Type: 'R:NOUN'","वह लड़का पीटता है।
","मैंने सारी पुस्तक पढ़ डाली।
"
122,"Orig: [2, 3, ['पीटता']], Cor: [3, 4, ['पढ़']], Type: 'R:VERB'","वह लड़का पीटता है।
","मैंने सारी पुस्तक पढ़ डाली।
"
123,"Orig: [3, 4, ['है']], Cor: [4, 5, ['डाली']], Type: 'R:VERB:TENSE'","वह लड़का पीटता है।
","मैंने सारी पुस्तक पढ़ डाली।
"
124,"Orig: [3, 4, ['को']], Cor: [3, 3, []], Type: 'U:ADP'","मैं शीतल जल को पी रहा हूँ।
","मैं शीतल जल पी रहा हूँ।
"
125,"Orig: [2, 3, ['पर']], Cor: [2, 3, ['से']], Type: 'R:ADP'","वह बस पर यात्रा कर रहा है।
","वह बस से यात्रा कर रहा है।
"
126,"Orig: [3, 5, ['के', 'लिए']], Cor: [3, 4, ['को']], Type: 'R:ADP'","पंडितजी ने भक्तों के लिए कथा सुनाई।
","पंडितजी ने भक्तों को कथा सुनाई।
"
127,"Orig: [2, 3, ['को']], Cor: [2, 4, ['के', 'लिए']], Type: 'R:ADP'","शिष्य यज्ञ को लकड़ी लाया।
","शिष्य यज्ञ के लिए लकड़ी लाया।
"
128,"Orig: [2, 3, ['के']], Cor: [2, 3, ['से']], Type: 'R:ADP'","वह शहर के खिलौने लाकर बेचता है।
","वह शहर से खिलौने लाकर बेचता है।
"
129,"Orig: [2, 3, ['पर']], Cor: [2, 2, []], Type: 'U:ADP'","लड़की झूले पर से गिर गई।
","लड़की झूले से गिर गई।
"
130,"Orig: [2, 3, ['का']], Cor: [2, 3, ['के']], Type: 'R:ADP'","बिना पैसे का किसी भी आदमी को सम्मान नहीं मिलता।
","बिना पैसे के किसी भी आदमी को सम्मान नहीं मिलता।
"
131,"Orig: [0, 4, ['राधा', 'का', 'और', 'कृष्ण']], Cor: [0, 1, ['राधाकृष्ण']], Type: 'R:OTHER'","राधा का और कृष्ण का मंदिर प्रसिद्ध है।
","राधाकृष्ण का मंदिर प्रसिद्ध है।
"
132,"Orig: [2, 4, ['के', 'ऊपर']], Cor: [2, 3, ['पर']], Type: 'R:ADP'","आज बजट के ऊपर बहस होगी।
","आज बजट पर बहस होगी।
"
